max,min,wind,rain,humidi,cloud,pressure,date,temp
33,23,7,0.0,67,26,1011,2017-02-07,32.912549213361245
31,24,7,0.0,55,8,1014,2018-02-07,28.632549213361248
35,25,11,0.0,68,11,1013,2019-02-07,31.57002512578676
37,24,9,0.0,55,1,1013,2020-02-07,30.0
33,26,11,0.2,56,52,1010,2021-02-07,38.94002512578676
35,23,5,0.0,57,13,1012,2009-02-08,31.37835921350013
36,25,13,0.0,56,11,1012,2010-02-08,31.63666923472161
36,21,5,0.0,63,8,1007,2011-02-08,29.89835921350013
35,24,10,1.5,72,18,1011,2012-02-08,32.377633403898976
36,24,10,2.2,71,22,1010,2013-02-08,33.53263340389898
34,20,8,0.0,72,28,1008,2014-02-08,32.24294372515229
33,22,11,0.0,56,5,1014,2015-02-08,27.65002512578676
33,20,8,0.0,52,1,1014,2016-02-08,26.062943725152284
35,23,6,0.0,68,11,1011,2017-02-08,31.050306154330094
32,22,8,0.0,58,10,1013,2018-02-08,28.462943725152286
38,25,13,0.0,68,8,1012,2019-02-08,32.2766692347216
35,23,10,0.0,57,9,1012,2020-02-08,30.022633403898976
33,24,12,1.7,64,38,1010,2021-02-08,34.98653903091734
35,22,6,0.0,61,25,1011,2009-02-09,33.21030615433009
36,24,12,0.0,55,8,1012,2010-02-09,30.60153903091735
36,22,8,0.0,63,7,1007,2011-02-09,29.842943725152285
34,24,7,0.0,70,15,1011,2012-02-09,31.772549213361245
36,24,11,0.2,65,14,1011,2013-02-09,32.04002512578676
37,20,7,0.0,66,6,1007,2014-02-09,29.312549213361244
33,21,10,0.0,55,6,1015,2015-02-09,27.442633403898974
34,22,8,0.0,56,3,1012,2016-02-09,28.00294372515229
34,23,8,0.0,68,12,1011,2017-02-09,30.522943725152288
35,24,8,0.0,62,3,1012,2018-02-09,29.622943725152286
37,25,13,0.0,66,7,1013,2019-02-09,31.556669234721607
26,23,10,1.1,64,62,1013,2020-02-09,36.11763340389898
34,24,9,0.4,64,32,1009,2021-02-09,34.74
35,21,5,0.0,68,12,1013,2009-01-18,30.418359213500125
33,23,8,0.7,62,22,1013,2010-01-18,31.837943725152282
33,22,4,0.0,67,5,1011,2011-01-18,28.6
32,24,11,19.3,78,55,1008,2012-01-18,35.57502512578675
32,22,6,0.0,63,22,1013,2013-01-18,31.190306154330095
31,20,8,0.0,62,17,1016,2014-01-18,28.50294372515228
31,21,8,0.0,60,23,1014,2015-01-18,30.122943725152286
35,25,12,0.0,70,11,1010,2016-01-18,31.461539030917347
32,24,7,0.0,66,31,1013,2017-01-18,33.93254921336125
34,24,5,0.6,67,40,1009,2018-01-18,36.82835921350012
33,25,8,0.0,56,11,1011,2019-01-18,30.582943725152287
35,24,10,0.0,60,13,1012,2020-01-18,31.382633403898975
32,22,10,0.0,54,5,1012,2021-01-18,27.162633403898973
36,22,7,0.0,55,11,1012,2009-02-06,30.692549213361247
36,25,12,0.0,60,16,1013,2010-02-06,32.82153903091735
34,23,6,0.0,65,4,1010,2011-02-06,29.070306154330098
34,24,8,0.9,71,26,1010,2012-02-06,33.727943725152286
35,25,8,0.0,66,26,1011,2013-02-06,34.782943725152286
34,22,13,0.0,73,20,1008,2014-02-06,31.196669234721607
34,22,7,0.0,51,4,1015,2015-02-06,28.272549213361245
34,24,10,0.7,54,19,1012,2016-02-06,31.857633403898973
33,23,9,0.5,72,18,1010,2017-02-06,31.105000000000004
32,22,6,0.0,52,9,1015,2018-02-06,28.410306154330094
34,24,13,0.0,65,18,1012,2019-02-06,31.71666923472161
35,23,10,0.0,48,2,1012,2020-02-06,28.442633403898974
33,24,10,0.0,60,25,1010,2021-02-06,32.74263340389897
27,24,4,7.9,86,66,1010,2009-02-11,37.974999999999994
37,24,11,0.0,59,5,1013,2010-02-11,30.69002512578676
36,22,9,0.0,68,22,1009,2011-02-11,32.88
35,25,7,1.4,67,21,1010,2012-02-11,33.68254921336124
35,25,7,0.0,59,21,1010,2013-02-11,33.732549213361246
34,24,8,4.8,72,44,1009,2014-02-11,36.74294372515229
34,22,10,0.0,57,7,1013,2015-02-11,28.642633403898973
36,24,11,0.0,62,7,1011,2016-02-11,30.61002512578676
34,23,9,0.0,57,7,1014,2017-02-11,29.259999999999998
33,23,7,0.0,65,26,1014,2018-02-11,32.93254921336125
35,23,14,0.0,52,7,1015,2019-02-11,29.23500556793563
34,25,9,0.0,57,34,1013,2020-02-11,35.64
32,24,9,1.4,67,65,1010,2021-02-11,40.269999999999996
30,23,5,7.4,78,73,1009,2009-02-12,40.12835921350013
38,26,10,0.0,56,8,1013,2010-02-12,32.82263340389897
35,23,9,0.0,68,25,1009,2011-02-12,33.480000000000004
34,25,6,0.3,67,24,1011,2012-02-12,34.08530615433009
37,25,9,0.0,60,11,1010,2013-02-12,32.54
35,24,9,0.5,69,29,1009,2014-02-12,34.724999999999994
33,21,11,0.0,56,7,1013,2015-02-12,27.53002512578676
36,26,13,0.0,65,3,1011,2016-02-12,30.696669234721607
34,21,8,0.0,54,8,1015,2017-02-12,28.522943725152285
36,24,6,0.0,54,7,1015,2018-02-12,31.05030615433009
34,26,13,0.0,52,24,1015,2019-02-12,33.71666923472161
36,26,15,0.0,56,14,1013,2020-02-12,32.59620999227555
33,23,7,0.0,66,31,1011,2021-02-12,33.89254921336125
35,23,5,0.8,71,47,1008,2009-02-13,38.25835921350013
38,26,11,0.0,54,13,1012,2010-02-13,33.67002512578676
35,23,7,0.7,68,28,1009,2011-02-13,34.18754921336125
33,24,6,4.3,68,33,1011,2012-02-13,34.30530615433009
37,24,8,0.0,55,20,1009,2013-02-13,33.822943725152285
33,24,11,3.2,66,29,1011,2014-02-13,33.11002512578676
33,22,11,0.0,58,7,1012,2015-02-13,28.05002512578676
35,25,13,0.2,64,17,1012,2016-02-13,32.46666923472161
34,22,8,0.0,53,5,1016,2017-02-13,28.422943725152283
34,23,8,0.0,52,15,1015,2018-02-13,30.882943725152284
35,25,13,0.0,51,8,1015,2019-02-13,30.496669234721608
36,25,15,0.0,63,12,1012,2020-02-13,31.81620999227555
32,22,9,0.0,65,22,1012,2021-02-13,30.88
35,24,7,2.3,69,41,1008,2009-02-14,37.04754921336124
37,25,12,0.0,53,14,1011,2010-02-14,32.74153903091735
36,23,10,0.2,65,23,1009,2011-02-14,33.39263340389898
34,24,6,0.0,68,24,1010,2012-02-14,33.63030615433009
37,26,8,0.6,58,33,1009,2013-02-14,37.39294372515228
35,24,9,0.0,62,17,1011,2014-02-14,32.3
33,22,13,0.0,62,3,1012,2015-02-14,27.15666923472161
36,25,15,0.0,63,23,1012,2016-02-14,34.01620999227555
32,22,9,0.0,56,16,1016,2017-02-14,29.58
35,24,7,0.0,56,9,1015,2018-02-14,30.872549213361246
35,25,15,0.0,52,11,1014,2019-02-14,30.936209992275547
34,24,15,0.0,69,20,1011,2020-02-14,32.01620999227555
31,22,10,0.4,67,33,1013,2021-02-14,32.48263340389897
34,24,6,0.0,62,16,1011,2009-01-27,31.930306154330093
35,24,7,0.2,58,30,1013,2010-01-27,35.04254921336124
34,23,7,3.9,72,22,1012,2011-01-27,32.147549213361245
33,24,4,1.9,70,27,1009,2012-01-27,33.73500000000001
33,23,9,0.0,67,15,1013,2013-01-27,30.54
32,21,7,0.0,66,7,1013,2014-01-27,27.632549213361244
35,23,9,0.0,57,2,1012,2015-01-27,28.72
34,25,11,0.0,56,36,1013,2016-01-27,35.83002512578676
32,22,8,0.1,62,14,1013,2017-01-27,29.327943725152284
33,26,6,0.1,67,38,1008,2018-01-27,36.855306154330094
34,24,6,0.0,56,11,1014,2019-01-27,30.870306154330095
33,24,14,0.0,69,11,1010,2020-01-27,29.775005567935636
34,24,10,0.0,60,20,1010,2021-01-27,32.24263340389897
32,25,5,6.0,72,71,1011,2009-02-10,41.85835921350013
36,25,13,0.0,59,6,1012,2010-02-10,30.696669234721607
35,21,9,0.0,63,13,1008,2011-02-10,29.96
34,24,7,5.2,69,15,1011,2012-02-10,30.972549213361244
35,25,7,0.0,60,12,1011,2013-02-10,31.972549213361248
37,23,9,0.0,67,7,1008,2014-02-10,30.839999999999996
34,21,9,0.0,53,6,1014,2015-02-10,27.979999999999997
36,24,9,0.0,60,4,1012,2016-02-10,30.18
34,23,9,0.0,64,12,1012,2017-02-10,30.360000000000003
33,23,7,0.0,67,15,1013,2018-02-10,30.752549213361245
35,24,16,0.0,59,2,1014,2019-02-10,28.7
32,24,7,0.0,57,43,1013,2020-02-10,36.15254921336125
33,24,8,0.0,64,56,1009,2021-02-10,39.20294372515229
35,25,9,1.4,65,27,1010,2009-02-17,34.629999999999995
37,25,9,0.0,54,9,1012,2010-02-17,32.059999999999995
37,24,7,0.4,67,24,1011,2011-02-17,34.952549213361245
33,24,5,36.5,76,55,1008,2012-02-17,34.10335921350013
39,25,9,0.0,55,7,1009,2013-02-17,32.620000000000005
35,23,12,0.0,65,17,1014,2014-02-17,31.641539030917347
35,23,12,0.0,59,7,1011,2015-02-17,29.461539030917347
35,25,11,0.0,55,13,1014,2016-02-17,31.730025125786764
32,22,10,0.0,61,39,1014,2017-02-17,34.14263340389898
35,25,10,0.0,63,18,1011,2018-02-17,32.92263340389898
35,25,14,0.0,64,10,1013,2019-02-17,31.035005567935634
35,26,12,0.4,60,60,1013,2020-02-17,41.561539030917345
34,23,10,0.0,60,8,1012,2021-02-17,29.382633403898975
36,24,7,1.7,72,46,1010,2009-02-16,38.73754921336124
38,25,13,0.0,52,7,1012,2010-02-16,31.756669234721606
36,24,9,0.2,65,23,1011,2011-02-16,34.03
34,24,5,0.6,76,35,1008,2012-02-16,35.988359213500125
37,25,9,0.3,56,15,1009,2013-02-16,33.19499999999999
36,23,12,0.0,63,11,1012,2014-02-16,30.86153903091735
34,22,13,0.0,67,11,1012,2015-02-16,29.356669234721608
35,25,13,0.0,53,15,1014,2016-02-16,31.916669234721606
33,22,7,0.0,56,12,1014,2017-02-16,29.452549213361248
36,24,9,0.0,67,27,1012,2018-02-16,34.919999999999995
35,25,14,0.0,56,5,1014,2019-02-16,29.895005567935637
36,25,11,0.0,66,23,1012,2020-02-16,34.41002512578676
34,22,11,0.0,64,8,1011,2021-02-16,28.850025125786765
35,26,12,0.0,60,11,1009,2009-02-19,31.741539030917348
34,26,11,0.0,58,26,1013,2010-02-19,34.37002512578676
36,24,6,3.2,69,37,1011,2011-02-19,36.790306154330096
32,22,9,0.8,66,32,1010,2012-02-19,32.74
37,24,11,0.0,60,7,1008,2013-02-19,31.010025125786758
35,23,10,0.9,70,23,1011,2014-02-19,32.92763340389897
34,24,11,0.4,61,32,1012,2015-02-19,34.55002512578675
36,24,13,0.0,54,7,1013,2016-02-19,30.316669234721605
33,24,9,2.4,66,36,1012,2017-02-19,34.839999999999996
35,26,16,0.0,59,16,1011,2018-02-19,32.440000000000005
34,25,15,0.0,68,16,1013,2019-02-19,31.736209992275548
37,24,8,0.0,49,9,1013,2020-02-19,31.582943725152287
35,23,9,0.0,50,10,1013,2021-02-19,30.2
36,26,8,0.2,61,24,1011,2009-02-20,35.252943725152285
38,25,10,0.0,58,20,1012,2010-02-20,34.74263340389897
35,24,6,3.7,70,36,1011,2011-02-20,36.035306154330094
33,22,6,0.1,64,21,1008,2012-02-20,31.395306154330093
36,24,7,0.0,60,15,1009,2013-02-20,32.53254921336125
35,23,8,0.0,61,33,1012,2014-02-20,35.10294372515228
35,24,13,0.0,59,34,1012,2015-02-20,35.296669234721605
36,24,15,0.0,52,6,1014,2016-02-20,29.936209992275547
32,25,5,0.4,68,66,1011,2017-02-20,41.61835921350013
36,25,12,0.0,56,20,1010,2018-02-20,33.48153903091735
35,26,15,0.0,64,9,1014,2019-02-20,31.27620999227555
35,24,8,0.0,53,12,1013,2020-02-20,31.262943725152283
35,24,7,0.0,54,5,1013,2021-02-20,29.992549213361244
37,26,11,0.0,58,8,1009,2009-02-21,32.19002512578676
34,25,9,7.9,65,47,1013,2010-02-21,37.214999999999996
34,24,7,1.6,68,34,1011,2011-02-21,35.29254921336124
33,25,6,19.7,75,46,1007,2012-02-21,35.1553061543301
36,24,5,0.0,55,27,1009,2013-02-21,35.07835921350013
35,24,7,2.7,63,37,1014,2014-02-21,36.18754921336125
35,24,15,0.0,64,19,1012,2015-02-21,32.23620999227555
35,24,12,0.0,54,5,1014,2016-02-21,29.521539030917346
34,25,11,10.5,68,36,1011,2017-02-21,34.45502512578676
35,25,13,0.0,59,14,1009,2018-02-21,31.73666923472161
36,26,14,0.0,62,19,1014,2019-02-21,33.815005567935636
36,25,9,0.0,49,7,1014,2020-02-21,31.099999999999998
35,24,9,0.0,56,3,1012,2021-02-21,29.400000000000002
37,26,9,0.0,56,22,1008,2009-02-22,35.12
33,24,7,1.5,67,49,1013,2010-02-22,37.827549213361245
31,24,8,0.2,70,28,1011,2011-02-22,32.73294372515228
32,25,13,9.9,77,32,1008,2012-02-22,32.69166923472161
26,24,8,14.5,75,55,1010,2013-02-22,33.56794372515229
35,24,10,0.0,62,24,1013,2014-02-22,33.64263340389897
34,24,12,0.0,64,34,1012,2015-02-22,34.98153903091735
36,24,12,0.0,61,10,1015,2016-02-22,31.181539030917346
35,25,12,0.0,66,34,1011,2017-02-22,36.00153903091735
36,26,13,0.0,57,21,1009,2018-02-22,34.09666923472161
33,26,14,0.0,67,44,1013,2019-02-22,37.39500556793564
36,25,10,0.0,48,9,1015,2020-02-22,31.402633403898975
34,22,10,0.0,61,3,1011,2021-02-22,27.882633403898975
34,26,7,0.0,57,27,1009,2009-02-23,34.872549213361246
36,27,11,0.0,58,21,1011,2010-02-23,34.83002512578676
36,23,9,0.1,64,25,1011,2011-02-23,33.925000000000004
35,24,10,0.0,74,12,1007,2012-02-23,31.362633403898972
33,23,9,0.8,69,39,1010,2013-02-23,35.199999999999996
34,24,10,0.0,62,23,1013,2014-02-23,32.942633403898974
34,24,12,0.0,66,32,1012,2015-02-23,34.62153903091735
36,24,14,0.0,60,16,1014,2016-02-23,32.17500556793564
35,25,12,0.0,66,24,1012,2017-02-23,34.021539030917346
36,26,14,0.0,53,18,1010,2018-02-23,33.355005567935635
34,25,14,0.0,62,16,1012,2019-02-23,31.675005567935635
37,24,11,0.0,45,10,1014,2020-02-23,31.43002512578676
35,22,10,0.0,65,23,1011,2021-02-23,32.46263340389898
37,26,9,1.1,57,15,1009,2009-02-24,33.595000000000006
36,24,9,0.0,60,9,1010,2010-02-24,31.14
36,23,8,0.0,61,17,1010,2011-02-24,32.362943725152284
36,24,9,0.0,74,26,1007,2012-02-24,34.760000000000005
36,25,8,2.5,63,39,1009,2013-02-24,37.40794372515229
35,23,8,0.0,61,12,1013,2014-02-24,30.922943725152287
33,24,12,0.4,69,28,1012,2015-02-24,33.32153903091734
35,25,12,0.0,49,16,1014,2016-02-24,32.121539030917354
35,25,12,0.0,63,20,1012,2017-02-24,33.161539030917346
37,26,13,0.0,50,4,1012,2018-02-24,31.11666923472161
35,25,14,0.0,62,12,1012,2019-02-24,31.375005567935634
36,24,9,0.0,49,8,1012,2020-02-24,30.76
35,23,9,0.0,64,11,1010,2021-02-24,30.62
35,28,10,0.0,55,28,1009,2009-02-26,36.222633403898975
37,25,8,0.0,59,7,1010,2010-02-26,31.822943725152285
37,24,11,0.0,62,11,1009,2011-02-26,31.87002512578676
35,25,10,4.1,73,26,1007,2012-02-26,34.027633403898975
37,26,13,0.0,56,22,1010,2013-02-26,34.796669234721605
36,23,12,0.0,64,7,1012,2014-02-26,30.081539030917348
35,24,14,0.0,64,12,1011,2015-02-26,30.895005567935634
35,25,12,0.1,51,18,1015,2016-02-26,32.56653903091735
34,25,7,14.7,67,41,1011,2017-02-26,35.20754921336125
37,26,8,0.0,52,9,1010,2018-02-26,32.58294372515228
35,25,17,0.0,56,6,1011,2019-02-26,29.806136624629406
36,25,14,0.0,54,12,1011,2020-02-26,31.69500556793563
36,25,12,0.0,65,42,1007,2021-02-26,38.00153903091735
33,26,9,3.9,65,50,1009,2009-02-27,38.335
37,25,8,0.0,61,9,1010,2010-02-27,32.26294372515228
34,24,10,0.2,62,39,1011,2011-02-27,36.07263340389897
35,25,10,2.0,69,15,1008,2012-02-27,32.082633403898974
37,26,16,0.0,58,9,1009,2013-02-27,31.979999999999997
38,24,10,0.0,60,3,1013,2014-02-27,30.902633403898978
35,25,15,0.1,65,17,1010,2015-02-27,32.301209992275545
36,25,12,0.0,50,25,1014,2016-02-27,34.44153903091735
34,25,9,0.1,61,34,1011,2017-02-27,35.665
36,26,8,0.0,53,27,1010,2018-02-27,35.70294372515229
37,25,14,0.0,54,7,1010,2019-02-27,31.17500556793563
36,26,13,0.0,49,12,1010,2020-02-27,32.156669234721605
35,24,15,0.0,64,15,1008,2021-02-27,31.35620999227555
28,24,5,14.6,82,61,1010,2009-02-28,36.24835921350013
37,25,12,0.0,60,5,1011,2010-02-28,31.08153903091735
36,24,7,0.1,65,43,1009,2011-02-28,38.217549213361245
35,25,9,2.0,66,19,1008,2012-02-28,32.92
37,25,15,0.0,64,11,1009,2013-02-28,32.07620999227555
36,23,12,0.0,62,7,1012,2014-02-28,30.041539030917345
35,26,14,0.0,65,28,1011,2015-02-28,35.11500556793564
35,25,9,0.0,53,27,1015,2016-02-28,34.699999999999996
35,25,10,0.0,57,16,1011,2017-02-28,32.402633403898975
37,26,9,0.0,55,33,1010,2018-02-28,37.339999999999996
36,25,14,0.0,58,5,1010,2019-02-28,30.35500556793564
36,25,12,0.0,53,10,1010,2020-02-28,31.421539030917348
35,25,15,0.0,62,20,1009,2021-02-28,32.83620999227555
33,23,8,3.5,69,30,1009,2009-03-01,33.07794372515229
37,25,10,0.0,57,5,1012,2010-03-01,31.222633403898975
36,23,7,0.5,69,33,1009,2011-03-01,35.73754921336124
35,25,9,5.0,70,31,1008,2012-03-01,34.949999999999996
37,25,13,0.0,67,21,1010,2013-03-01,34.31666923472161
37,23,10,0.0,67,12,1012,2014-03-01,31.822633403898973
36,25,14,0.0,59,10,1011,2015-03-01,31.395005567935634
36,24,8,0.0,50,10,1014,2016-03-01,31.322943725152285
35,26,7,2.4,56,28,1011,2017-03-01,35.232549213361246
34,26,13,0.0,62,49,1009,2018-03-01,38.796669234721605
36,26,14,0.0,59,5,1011,2019-03-01,30.895005567935634
36,25,13,0.0,61,11,1010,2020-03-01,31.696669234721607
35,26,16,0.5,60,44,1011,2021-03-01,37.985
35,25,10,0.0,60,17,1009,2009-03-02,32.62263340389897
35,25,6,0.0,59,16,1011,2010-03-02,32.870306154330095
34,24,6,1.3,68,39,1010,2011-03-02,36.43530615433009
37,26,12,0.0,65,8,1007,2012-03-02,32.201539030917345
37,25,14,0.0,64,11,1011,2013-03-02,32.19500556793564
37,23,11,0.0,67,16,1011,2014-03-02,32.51002512578676
35,25,11,0.0,59,8,1011,2015-03-02,30.750025125786763
35,25,11,0.0,54,13,1014,2016-03-02,31.71002512578676
34,24,7,3.8,61,28,1011,2017-03-02,33.622549213361246
34,26,11,0.0,67,39,1009,2018-03-02,37.07002512578676
36,25,16,0.0,59,6,1011,2019-03-02,30.44
36,26,15,0.0,58,15,1010,2020-03-02,32.77620999227554
35,25,11,0.6,65,45,1011,2021-03-02,38.18002512578676
37,26,10,0.4,59,11,1009,2009-02-25,32.84263340389897
38,24,7,0.0,60,6,1011,2010-02-25,31.77254921336125
36,24,9,0.0,64,16,1009,2011-02-25,32.6
35,25,10,1.0,73,24,1007,2012-02-25,34.09263340389898
36,26,11,0.1,60,12,1010,2013-02-25,32.53502512578676
36,23,9,0.0,63,6,1013,2014-02-25,30.16
34,24,15,0.0,68,17,1011,2015-02-25,31.39620999227555
35,25,14,0.0,49,13,1015,2016-02-25,31.375005567935638
34,26,8,3.2,62,32,1011,2017-02-25,35.42294372515229
37,25,11,0.0,54,15,1011,2018-02-25,33.05002512578676
35,25,18,0.0,58,8,1012,2019-02-25,30.194415587728432
36,25,13,0.0,52,9,1011,2020-02-25,31.13666923472161
37,23,9,0.0,65,11,1008,2021-02-25,31.599999999999998
33,23,7,0.0,64,20,1011,2009-02-04,31.652549213361247
36,24,10,0.0,57,21,1012,2010-02-04,33.42263340389897
34,23,7,0.0,66,18,1011,2011-02-04,31.792549213361248
33,24,5,0.7,68,26,1011,2012-02-04,33.57335921350013
36,26,12,0.0,58,21,1012,2013-02-04,34.26153903091734
32,22,12,0.0,69,20,1008,2014-02-04,30.201539030917345
33,23,10,0.0,56,27,1014,2015-02-04,32.64263340389898
35,26,7,0.0,53,21,1011,2016-02-04,34.132549213361244
32,25,5,5.8,75,40,1010,2017-02-04,35.72835921350013
34,24,6,0.0,53,6,1014,2018-02-04,29.810306154330092
33,25,12,0.0,65,30,1013,2019-02-04,34.22153903091735
35,24,10,0.0,56,5,1012,2020-02-04,29.702633403898975
35,24,7,0.0,57,11,1012,2021-02-04,31.232549213361246
35,26,9,1.2,64,39,1009,2009-03-04,37.52
34,26,10,0.1,63,51,1011,2010-03-04,39.50763340389898
34,24,10,0.3,62,44,1010,2011-03-04,37.037633403898965
34,25,12,0.0,63,8,1008,2012-03-04,30.18153903091735
37,26,6,4.8,59,25,1012,2013-03-04,35.470306154330096
37,23,12,0.0,67,11,1012,2014-03-04,31.441539030917347
35,25,12,0.1,66,48,1011,2015-03-04,38.786539030917346
35,25,12,0.0,57,13,1012,2016-03-04,31.64153903091735
35,24,10,0.0,60,7,1009,2017-03-04,30.122633403898973
37,26,11,0.0,65,16,1009,2018-03-04,33.93002512578676
35,25,15,0.0,60,5,1010,2019-03-04,29.81620999227555
36,26,14,0.0,58,19,1010,2020-03-04,33.655005567935625
36,26,12,0.0,53,17,1011,2021-03-04,33.34153903091735
32,26,6,17.1,80,26,1010,2009-03-06,31.705306154330096
39,27,8,0.0,54,12,1011,2010-03-06,34.74294372515229
35,24,11,0.5,63,33,1011,2011-03-06,35.25502512578676
35,26,12,0.1,71,21,1007,2012-03-06,33.90653903091735
37,26,8,0.0,55,13,1012,2013-03-06,33.48294372515228
35,23,15,0.0,66,14,1012,2014-03-06,30.77620999227555
35,25,17,0.0,63,14,1011,2015-03-06,31.54613662462941
37,25,16,0.0,59,7,1012,2016-03-06,31.16
35,24,9,0.0,67,23,1009,2017-03-06,33.56
36,25,11,0.0,61,14,1010,2018-03-06,32.470025125786755
37,24,10,0.0,63,8,1012,2019-03-06,31.442633403898977
34,25,14,0.0,58,49,1012,2020-03-06,38.19500556793563
37,25,13,0.0,59,3,1012,2021-03-06,30.59666923472161
31,26,9,18.4,83,56,1011,2009-03-07,36.760000000000005
34,26,9,0.1,60,28,1012,2010-03-07,34.964999999999996
36,25,12,0.1,66,36,1010,2011-03-07,36.866539030917345
35,25,11,6.7,71,38,1005,2012-03-07,35.865025125786765
36,26,9,0.0,58,20,1012,2013-03-07,34.339999999999996
36,24,13,0.0,67,21,1012,2014-03-07,33.35666923472161
35,25,17,0.0,61,19,1012,2015-03-07,32.5261366246294
35,25,16,0.0,63,6,1011,2016-03-07,30.020000000000003
35,25,13,0.0,62,17,1010,2017-03-07,32.4166692347216
38,27,14,0.0,56,5,1010,2018-03-07,32.31500556793563
36,26,12,0.0,60,7,1011,2019-03-07,31.48153903091735
37,25,10,0.0,62,17,1012,2020-03-07,33.722633403898975
37,25,14,0.0,61,7,1011,2021-03-07,31.33500556793563
32,24,9,11.6,80,38,1011,2009-03-08,33.62
36,27,10,0.0,60,16,1012,2010-03-08,33.98263340389897
36,25,10,0.8,67,27,1009,2011-03-08,35.14263340389898
35,26,12,6.8,71,31,1006,2012-03-08,34.881539030917345
36,26,7,0.0,57,12,1011,2013-03-08,32.912549213361245
36,24,14,0.0,63,28,1013,2014-03-08,34.61500556793564
36,25,15,0.0,58,8,1012,2015-03-08,30.91620999227555
39,24,14,0.0,65,5,1010,2016-03-08,31.49500556793563
34,24,12,0.0,62,8,1011,2017-03-08,29.72153903091735
38,27,12,0.0,51,8,1010,2018-03-08,32.98153903091735
36,25,14,0.0,63,22,1012,2019-03-08,33.895005567935634
38,25,10,0.0,65,21,1010,2020-03-08,35.04263340389897
37,27,13,0.0,51,10,1012,2021-03-08,32.836669234721604
33,25,7,5.6,75,41,1012,2009-03-09,36.25254921336124
35,27,8,4.3,68,44,1014,2010-03-09,38.837943725152286
36,25,9,1.2,64,29,1010,2011-03-09,35.54
36,25,11,0.0,70,26,1006,2012-03-09,34.97002512578676
37,25,10,0.0,59,14,1011,2013-03-09,33.042633403898975
37,24,13,0.0,65,12,1012,2014-03-09,32.016669234721604
36,25,14,0.0,59,13,1013,2015-03-09,32.035005567935634
37,25,13,0.0,66,9,1010,2016-03-09,31.89666923472161
35,24,14,0.0,61,9,1010,2017-03-09,30.215005567935634
37,27,9,0.0,50,11,1010,2018-03-09,33.339999999999996
36,26,16,0.0,63,18,1011,2019-03-09,33.42
36,25,12,0.3,66,52,1008,2020-03-09,39.99653903091735
36,26,12,0.0,54,18,1012,2021-03-09,33.58153903091734
37,26,9,0.5,62,13,1012,2009-03-10,33.44499999999999
38,26,10,0.5,55,26,1014,2010-03-10,36.347633403898975
36,25,7,4.8,64,31,1010,2011-03-10,35.61254921336125
36,25,13,0.0,61,12,1007,2012-03-10,31.836669234721608
36,25,11,0.0,64,22,1011,2013-03-10,34.15002512578676
36,24,14,0.0,61,14,1013,2014-03-10,31.775005567935633
26,25,16,0.0,64,13,1013,2015-03-10,26.980000000000004
36,25,13,0.0,65,11,1012,2016-03-10,31.81666923472161
36,23,12,0.0,62,9,1010,2017-03-10,30.40153903091735
37,26,9,0.0,48,14,1011,2018-03-10,33.42
36,25,11,0.0,62,19,1012,2019-03-10,33.53002512578676
36,26,12,0.1,67,33,1009,2020-03-10,36.76653903091735
36,25,13,0.0,50,15,1011,2021-03-10,32.29666923472161
35,26,8,0.2,64,35,1009,2009-02-18,36.97294372515229
37,25,9,0.0,55,18,1012,2010-02-18,33.879999999999995
37,24,10,0.0,65,29,1010,2011-02-18,35.64263340389897
32,24,11,3.6,73,25,1009,2012-02-18,31.850025125786765
38,25,11,0.0,56,2,1008,2013-02-18,30.930025125786756
36,24,10,0.0,64,7,1012,2014-02-18,30.762633403898974
36,24,13,0.0,60,9,1011,2015-02-18,30.79666923472161
35,25,13,0.0,55,8,1013,2016-02-18,30.53666923472161
33,23,8,0.0,64,43,1014,2017-02-18,36.20294372515229
33,26,10,1.5,64,40,1011,2018-02-18,36.61763340389898
34,24,14,0.0,69,14,1012,2019-02-18,30.915005567935637
36,25,8,0.3,51,33,1013,2020-02-18,36.377943725152285
34,25,6,0.0,53,6,1013,2021-02-18,30.290306154330093
37,26,8,0.2,59,29,1011,2009-03-11,36.712943725152286
38,26,8,0.1,48,18,1015,2010-03-11,34.88794372515228
37,25,9,2.3,62,19,1009,2011-03-11,33.815000000000005
37,26,9,1.6,57,22,1008,2012-03-11,34.9
37,25,12,0.0,65,26,1011,2013-03-11,35.381539030917345
37,25,12,0.0,58,12,1012,2014-03-11,32.46153903091734
35,25,10,0.2,58,51,1011,2015-03-11,39.39263340389898
35,25,20,0.0,64,24,1012,2016-03-11,33.37671842700025
36,24,11,0.0,64,9,1010,2017-03-11,31.030025125786764
37,26,8,0.0,49,8,1011,2018-03-11,32.34294372515228
39,27,10,0.0,58,8,1011,2019-03-11,33.82263340389897
35,26,15,0.2,63,49,1011,2020-03-11,39.16620999227555
37,26,13,0.0,51,21,1011,2021-03-11,34.51666923472161
36,27,8,0.3,60,31,1011,2009-03-12,37.11794372515229
